Bank_Code,Bank_Name,Branch_Code,Branch_Name,Branch_Address,City,Zip_Code,POB,Telephone,Fax,Free_Tel,Handicap_Access,day_closed,Branch_Type,Open_Date,Close_Date,Merge_Bank,Merge_Branch,X_Coordinate,Y_Coordinate
4,"בנק יהב לעובדי המדינה בע""מ",149,הנהלה ראשית,ירמיהו 80 ,ירושלים,9446759,36333,02-5009911,,,כן,יום ו,יחידת ביצוע,01/12/1985,,,,31.79,35.20
4,"בנק יהב לעובדי המדינה בע""מ",204,תלפיות,יד חרוצים 19 ,ירושלים,9342156,36333,02-6219570,,,כן,יום א,מיוחד,15/05/2022,,,,31.75,35.22
4,"בנק יהב לעובדי המדינה בע""מ",201,שלוחה בהדסה,ת. דואר 12000 קרית הדסה 0 בית חולים הדסה עין כרם,ירושלים,9112000,36333,02-5016815,,,כן,יום ו,מיוחד,16/06/2019,,,,31.76,35.15
4,"בנק יהב לעובדי המדינה בע""מ",7,מלחה ירושלים,"אגודת הספורט בית""ר 1 קניון עזריאלי מלחה ירושלים",ירושלים,9543501,36333,02-5009911,,,כן,יום ש,מיוחד,01/09/2011,,,,31.75,35.19
4,"בנק יהב לעובדי המדינה בע""מ",497,פסגת זאב,שד' משה דיין 166 שכונת פסגת זאב,ירושלים,9781609,36333,02-5009911,,,כן,יום א,רגיל,10/12/2021,,,,31.82,35.24
4,"בנק יהב לעובדי המדינה בע""מ",121,קדם,שד' משה דיין 166 שכונת פסגת זאב,ירושלים,9781609,36333,02-5009911,,,כן,יום א,רגיל,20/10/1983,,,,31.82,35.24
4,"בנק יהב לעובדי המדינה בע""מ",120,ראשי ירושלים,הלל 14 ,ירושלים,9458114,36333,02-5009911,,,כן,יום א,רגיל,01/02/1949,,,,31.78,35.22
4,"בנק יהב לעובדי המדינה בע""מ",129,כנפי נשרים,כנפי נשרים 62 ,ירושלים,9546427,36333,02-5009911,,,כן,יום ו,רגיל,18/05/2008,,,,31.79,35.18
4,"בנק יהב לעובדי המדינה בע""מ",233,"רמב""ם","רח' העליה השנייה 8 בית החולים רמב""ם",חיפה,3525402,36333,02-5009911,,,כן,יום ו,רגיל,12/06/2002,,,,32.83,34.99
4,"בנק יהב לעובדי המדינה בע""מ",140,חיפה,נתנזון 22 ,חיפה,3303509,36333,02-5009911,,,כן,יום ו,רגיל,01/02/1949,,,,32.82,35
4,"בנק יהב לעובדי המדינה בע""מ",134,"נתב""ג","לוד נתב""ג 1 טרמינל 1 לוד","אזור רמלה של""ש",7010000,36333,02-5009911,,,כן,יום ו,רגיל,01/10/2001,,,,31.99,34.90
4,"בנק יהב לעובדי המדינה בע""מ",150,באר יעקב,מאיר דיזינגוף 1 ,באר יעקב,7030094,36333,02-5009911,,,כן,יום ו,מיוחד,01/09/2010,,,,31.94,34.84
4,"בנק יהב לעובדי המדינה בע""מ",137,אסף הרופא,"ביה""ח אסף הרופא 1 מרכז מסחרי אסף סנטר",באר יעקב,7030094,36333,02-5009911,,,כן,יום ו,רגיל,06/01/2008,,,,31.97,34.84
4,"בנק יהב לעובדי המדינה בע""מ",461,בית שמש,יגאל אלון 3 קניון ביג פאשן,בית שמש,9906203,36333,02-5009911,,,כן,יום א,רגיל,20/09/2013,,,,31.76,34.99
4,"בנק יהב לעובדי המדינה בע""מ",280,כרמיאל,מעלה כמון 5 קניון חוצות כרמיאל,כרמיאל,2165006,36333,02-5009911,,,כן,יום א,רגיל,29/12/2008,,,,32.93,35.33
4,"בנק יהב לעובדי המדינה בע""מ",126,מוקד טלפוני יהב ישיר,ירמיהו 80 ירמיהו 80,ירושלים,9446759,36333,02-5009911,,,כן,יום ו,יחידת ביצוע,01/12/1985,,,,31.79,35.20
4,"בנק יהב לעובדי המדינה בע""מ",110,מרכז תפעול עורפי*-מרחב צפון,ירמיהו 80 ,ירושלים,9446759,36333,02-5009911,,,כן,יום ו,יחידת ביצוע,01/04/2021,,,,31.79,35.20
4,"בנק יהב לעובדי המדינה בע""מ",146,תוכניות חסכון,ירמיהו 80 ,ירושלים,9446759,36333,02-5009911,,,כן,יום ו,יחידת ביצוע,30/11/1994,,,,31.79,35.20
4,"בנק יהב לעובדי המדינה בע""מ",112,מרכז תפעול עורפי-מרחב ירושלים,ירמיהו 80 ,ירושלים,9446759,36333,02-5009911,,,כן,יום ו,יחידת ביצוע,01/04/2021,,,,31.79,35.20
4,"בנק יהב לעובדי המדינה בע""מ",401,רמת גן,דרך בן גוריון 10 ,רמת גן,7527113,36333,02-5009911,,,כן,יום ו,רגיל,05/08/2012,,,,32.09,34.82
4,"בנק יהב לעובדי המדינה בע""מ",132,תל השומר,"ביה""ח שיבא 9 ביתן 9 ביהח תל השומר",רמת גן,5262160,36333,02-5009911,,,כן,יום ו,רגיל,02/04/2000,,,,32.05,34.85
4,"בנק יהב לעובדי המדינה בע""מ",144,אוניברסיטת חיפה,אבא חושי 199 אוניברסיטת חיפה,חיפה,3498838,36333,02-5009911,,,כן,יום ו,מיוחד,05/04/2016,,,,32.76,35.02
4,"בנק יהב לעובדי המדינה בע""מ",311,כרמל,שד' מוריה 44 ,חיפה,3457208,36333,02-5009911,,,כן,יום א,רגיל,22/08/2012,,,,32.80,34.98
4,"בנק יהב לעובדי המדינה בע""מ",128,קריית גת,"כיכר פ""ז 3 קניון לב העיר",קריית גת,8201085,36333,02-5016813,,,כן,יום ו,מיוחד,08/06/2017,,,,31.61,34.77
4,"בנק יהב לעובדי המדינה בע""מ",236,גלילות,"צומת גלילות 1 בניין רב מכר, סינמה סיטי",רמת השרון,,36333,02-5009911,,,כן,יום ו,רגיל,04/03/2008,,,,32.15,34.80
4,"בנק יהב לעובדי המדינה בע""מ",725,יקנעם עילית,התמר 2 קניון G,יקנעם עילית,2068701,36333,04-6773924,,,כן,יום ו,מיוחד,04/11/2019,,,,32.66,35.11
4,"בנק יהב לעובדי המדינה בע""מ",114,אשדוד,הבנים 1 מרכז מסחרי,אשדוד,7744401,36333,02-5009911,,,כן,יום א,רגיל,01/08/2007,,,,31.79,34.64
4,"בנק יהב לעובדי המדינה בע""מ",142,נוף הגליל,הגלבוע 1 מתחם מול ההרים,נוף הגליל                ,1767303,36333,02-5009911,,,כן,יום ו,רגיל,01/06/2001,,,,32.70,35.32
4,"בנק יהב לעובדי המדינה בע""מ",205,דימונה,קניון פרץ סנטר 1 קניון פרץ סנטר,דימונה,8201085,36333,08-6983974,,,כן,יום ו,מיוחד,05/12/2018,,,,31.06,35.02
4,"בנק יהב לעובדי המדינה בע""מ",924,דימונה,קניון פרץ סנטר 1 קניון פרץ סנטר,דימונה,8201085,36333,08-6983974,,,כן,יום ו,מיוחד,05/12/2018,,,,31.06,35.02
4,"בנק יהב לעובדי המדינה בע""מ",281,אילת,פתן 5 ,אילת,8801306,36333,02-5009911,,,כן,יום ו,רגיל,07/07/2008,,,,29.56,34.95
4,"בנק יהב לעובדי המדינה בע""מ",119,פתח תקווה,רבין 1 מגדלי גלובל טאוארס,פתח תקווה,4922003,36333,02-5009911,,,כן,יום א,רגיל,16/06/2008,,,,32.09,34.86
4,"בנק יהב לעובדי המדינה בע""מ",278,סניף רחובות,הלל וחנן אופנהיימר 2 מרכז מסחרי,רחובות,7670102,36333,02-5009911,,,כן,יום א,רגיל,11/11/2008,,,,31.91,34.81
4,"בנק יהב לעובדי המדינה בע""מ",825,מגדל העמק,שאול עמור 77 מתחם פרץ סנטר,מגדל העמק,2353021,36333,04-8756642,,,כן,יום ו,מיוחד,03/11/2019,,,,32.68,35.24
4,"בנק יהב לעובדי המדינה בע""מ",824,שדרות,אבני החושן 4 דרך מנחם בגין,שדרות,8201085,36333,08-6983573,,,כן,יום ו,מיוחד,04/12/2018,,,,31.52,34.60
4,"בנק יהב לעובדי המדינה בע""מ",116,מודיעין,גינות אילון 10 מודיעין סנטר,מודיעין-מכבים-רעות*,7176556,36333,02-5009911,,,כן,יום א,רגיל,04/09/2008,,,,31.91,35.02
4,"בנק יהב לעובדי המדינה בע""מ",118,כפר סבא,ויצמן 50 ,כפר סבא,4424720,36333,02-5009911,,,כן,יום ו,רגיל,14/04/2008,,,,32.18,34.90
4,"בנק יהב לעובדי המדינה בע""מ",125,אשקלון,שד' בן גוריון 13 ,אשקלון,7828110,36333,02-5009911,,,כן,יום ו,רגיל,02/04/2000,,,,31.67,34.56
4,"בנק יהב לעובדי המדינה בע""מ",193,מעלה אדומים,דרך קדם 5 קניון אדומים,מעלה אדומים,9845203,36333,02-5009911,,,כן,יום א,רגיל,22/11/2011,,,,31.78,35.32
4,"בנק יהב לעובדי המדינה בע""מ",130,רוטשילד,שארית ישראל 35 ,תל אביב -יפו,6816521,36333,02-5009911,,,כן,יום ו,רגיל,01/02/1949,,,,32.05,34.76
4,"בנק יהב לעובדי המדינה בע""מ",171,בת ים,בלפור 72 ,בת ים,5963105,36333,02-5009911,,,כן,יום א,רגיל,01/09/2011,,,,32.02,34.75
4,"בנק יהב לעובדי המדינה בע""מ",44,הלל יפה חדרה,דרך השלום 1 בית החולים הלל יפה,חדרה,9757023,36333,02-5009911,,,כן,יום ו,מיוחד,25/09/2011,,,,32.07,34.80
4,"בנק יהב לעובדי המדינה בע""מ",138,חדרה,הנשיא  ויצמן 21 ,חדרה,3842339,36333,02-5009911,,,כן,יום ו,רגיל,22/05/2000,,,,32.44,34.92
4,"בנק יהב לעובדי המדינה בע""מ",246,סניף טבריה,יהודה הלוי 4 מתחם בזלת,טבריה,1424628,36333,02-5009911,,,כן,יום ו,רגיל,03/09/2008,,,,32.79,35.53
4,"בנק יהב לעובדי המדינה בע""מ",195,איכלוב,"ויצמן 14 ביה""ח איכילוב",תל אביב -יפו,6423914,36333,02-5009911,,,כן,יום ו,מיוחד,30/06/2011,,,,32.08,34.79
4,"בנק יהב לעובדי המדינה בע""מ",131,הקריה  תל אביב,הארבעה 19 ,תל אביב -יפו,6473919,36333,02-5009911,,,כן,יום א,רגיל,12/10/1983,,,,32.07,34.79
4,"בנק יהב לעובדי המדינה בע""מ",279,קריית ביאליק,ויצמן 27 ,קריית ביאליק,2703929,36333,02-5009911,,,כן,יום א,רגיל,24/11/2008,,,,32.80,35.08
4,"בנק יהב לעובדי המדינה בע""מ",115,"קריית הממשלה ת""א - מגדל היובל",מנחם בגין 125 מגדל היובל,תל אביב -יפו,6701201,36333,02-5009911,,,כן,יום א,מיוחד,12/11/2007,,,,32.07,34.79
4,"בנק יהב לעובדי המדינה בע""מ",925,דלית אל כרמל,קניון עלי מול 0 קניון עלי מול כביש עוקף דליה,דאלית אל-כרמל,3005600,36333,04-8676687,,,כן,יום ו,מיוחד,05/11/2019,,,,32.70,35.06
4,"בנק יהב לעובדי המדינה בע""מ",124,באר שבע,"שדרות שז""ר 33 ",באר שבע,8440803,36333,02-5009911,,,כן,יום א,רגיל,15/01/1985,,,,31.25,34.80
4,"בנק יהב לעובדי המדינה בע""מ",117,מרכז הנגב,דרך מצדה 6 מרכז הנגב,באר שבע,8435706,36333,02-5009911,,,כן,יום ו,רגיל,21/01/2008,,,,31.26,34.80
4,"בנק יהב לעובדי המדינה בע""מ",141,נהרייה,הרצל 64 מרכז הגעתון,נהרייה,2240113,36333,02-5009911,,,כן,יום א,רגיל,01/09/2000,,,,33.01,35.10
4,"בנק יהב לעובדי המדינה בע""מ",136,ראשון לציון,ישראל גלילי 3 קרית הלאום,ראשון לציון,7542602,36333,02-5009911,,,כן,יום א,רגיל,01/10/2004,,,,31.97,34.78
4,"בנק יהב לעובדי המדינה בע""מ",430,לב ראשון,הרצל 52 ,ראשון לציון,3846201,36333,02-5009911,,,כן,יום א,רגיל,24/12/2012,,,,31.97,34.80
4,"בנק יהב לעובדי המדינה בע""מ",724,נתיבות,בעלי המלאכה 0 צים סנטר,נתיבות,3498838,36333,08-9198430,,,כן,יום ו,מיוחד,03/12/2018,,,,31.42,34.60
4,"בנק יהב לעובדי המדינה בע""מ",135,סניפון וולפסון- חולון,הלוחמים 62 בית חולים וולפסון,חולון,5822012,36333,02-5009911,,,כן,יום ו,מיוחד,31/12/2002,,,,32.01,34.78
4,"בנק יהב לעובדי המדינה בע""מ",284,חולון,צבי תדמור 12 מתחם נתנאל בשדרה,חולון,5834332,36333,02-5009911,,,כן,יום א,רגיל,29/01/2009,,,,32.01,34.78
4,"בנק יהב לעובדי המדינה בע""מ",123,בית יהב,ירמיהו 80 ,ירושלים,9446759,36333,02-5009911,,,כן,יום ו,רגיל,09/08/1998,,,,31.79,35.20
4,"בנק יהב לעובדי המדינה בע""מ",488,משכנות האומה,שד' יצחק רבין 10 סינימה סיטי,ירושלים,9543501,36333,02-5009911,,,כן,יום ו,רגיל,19/03/2014,,,,31.78,35.20
54,"בנק ירושלים בע""מ",92,נתניה,הרצל 45 7860105,נתניה,4239015,0,076-8095092,,*5727,כן,יום א,רגיל,12/06/1994,,,,32.327737,34.860206
54,"בנק ירושלים בע""מ",37,פסגת זאב,שמגר 21 5832105,ירושלים,9446126,0,076-8095026,,*5727,כן,,רגיל,11/04/2013,,,26,31.807959,34.646379
54,"בנק ירושלים בע""מ",39,ביתר עלית,שמגר 21 5832105,ירושלים,9446126,0,076-8095026,,*5727,כן,,מיוחד,03/01/2015,,,26,31.807959,34.646379
54,"בנק ירושלים בע""מ",77,סניף מרכזי,הרברט סמואל 2 2165006,ירושלים,9214905,0,*5727,,*5727,כן,,מיוחד,07/01/2011,,,,31.781752,35.219278
54,"בנק ירושלים בע""מ",38,בית שמש,שמגר 21 5832105,ירושלים,9446126,0,076-8095026,,*5727,כן,,מיוחד,02/01/2015,,,26,31.807959,34.646379
54,"בנק ירושלים בע""מ",30,בנקאות פרטית,אגרון 30 7019900,ירושלים,9419009,0,076-8095030,,*5727,כן,יום א,מיוחד,01/01/1997,,,50,31.777864,35.2219
54,"בנק ירושלים בע""מ",26,רוממה-גאולה,שמגר 21 5832105,ירושלים,9446126,0,076-8095026,,*5727,כן,יום ו,רגיל,23/03/1994,,,,31.794606,35.207909
54,"בנק ירושלים בע""מ",52,חיפה,נתנזון  26 5151201,חיפה,3309512,0,076-8085052,,*5727,כן,יום ו,רגיל,02/01/1949,,,,35.002298,32.816325
54,"בנק ירושלים בע""מ",95,דלית אל כרמל,נתנזון  26 5151201,חיפה,3309512,0,076-8085052,,*5727,כן,,רגיל,16/03/1992,,,52,35.002298,32.816325
54,"בנק ירושלים בע""מ",40,בית שמש,דרך יצחק רבין 2 9055702,בית שמש,9958551,0,076-8095026,,*5727,כן,יום ו,מיוחד,01/11/2017,,,,31.747398,34.992779
54,"בנק ירושלים בע""מ",96,כרמיאל,"מעלה כרמון, קניון חוצות 5 9781608",כרמיאל,2165005,0,076-8095096,,*5727,כן,יום א,מיוחד,03/03/2013,,,,32.927704,35.325960
54,"בנק ירושלים בע""מ",97,אום אל פאחם,אלמדינה 0 9214905,אום אל-פחם,3001000,0,076-8095097,,*5727,כן,יום ו,מיוחד,17/11/2013,,,,32.525630,35.154581
54,"בנק ירושלים בע""מ",36,מודיעין עילית,אבני נזר 18 7728511,מודיעין עילית,7181018,0,076-8095036,,*5727,כן,יום א,מיוחד,07/02/2013,,,,31.934704,35.042227
54,"בנק ירושלים בע""מ",54,עכו,דרך עכו 192 5964101,כפר ביאליק,2723206,0,076-8095063,,*5727,כן,,רגיל,27/03/1983,,,63,32.842579,35.090566
54,"בנק ירושלים בע""מ",61,אשדוד,שדרות ירושלים  12 9446124,אשדוד,7752305,0,076-8095061,,*5727,כן,יום א,רגיל,01/02/1994,,,,34.640939,31.795298
54,"בנק ירושלים בע""מ",66,אשקלון,שדרות ירושלים  12 9446124,אשדוד,7752305,0,076-8095061,,*5727,כן,,רגיל,01/02/1994,,,61,34.640939,31.795298
54,"בנק ירושלים בע""מ",76,אלעד,יהודה הנשיא 94 6713806,אלעד,4082414,0,076-8095076,,*5727,כן,יום א,מיוחד,01/02/2015,,,,32.052412,34.961854
54,"בנק ירושלים בע""מ",98,סכנין,קניון סכנין 999 4082414,סח'נין,3081000,0,076-8095098,,*5727,כן,יום א,מיוחד,01/02/2014,,,,32.860944,35.310139
54,"בנק ירושלים בע""מ",79,אור יהודה ,ההגנה 10 6515103,פתח תקווה,4959103,0,076-8095093,,*5727,כן,,רגיל,17/03/1983,,,93,32.088090,34.885510
54,"בנק ירושלים בע""מ",94,כרמיאל,דרך עכו 192 5964101,כפר ביאליק,2723206,0,076-8095063,,*5727,כן,,מיוחד,17/09/1996,,,63,32.842579,35.090566
54,"בנק ירושלים בע""מ",63,קריון,דרך עכו 192 5964101,כפר ביאליק,2723206,0,076-8095063,,*5727,כן,יום א,רגיל,01/02/1994,,,,32.842579,35.090566
54,"בנק ירושלים בע""מ",62,תרשיחא,דרך עכו 192 5964101,כפר ביאליק,2723206,0,076-8095063,,*5727,כן,,רגיל,11/04/1997,,,63,32.842579,35.090566
54,"בנק ירושלים בע""מ",45,שוק ההון,הנגב 2 3081000,קרית תעופה,7010000,1076,076-8096001,,*5727,כן,,מיוחד,01/02/2014,,,51,31.986316,34.912037
54,"בנק ירושלים בע""מ",22,פריפייד מנפיק,הנגב 2 3081000,קרית תעופה,7010000,1076,076-8096001,,*5727,כן,,מיוחד,01/01/2018,,,,31.986316,34.912037
54,"בנק ירושלים בע""מ",31,האגף העסקי,הנגב 2 9463201,קרית תעופה,7010000,1076,076-8095001,,*5727,כן,,מיוחד,26/07/1998,,,,31.986316,34.912037
54,"בנק ירושלים בע""מ",1,משרד ראשי,הנגב 2 3081000,קרית תעופה,7010000,1076,076-8096001,,*5727,כן,,מיוחד,01/01/2014,,,,31.986316,34.912037
54,"בנק ירושלים בע""מ",91,נצרת,מרג' אבן עאמר 2 2723206,נצרת,1620702,0,076-8095091,,*5727,כן,יום א,מיוחד,17/11/2013,,,,35.291825,32.693120
54,"בנק ירושלים בע""מ",64,סכנין,מרג' אבן עמאר  2 2723206,נצרת,1620702,0,076-8095091,,*5727,כן,,מיוחד,07/06/1965,,,91,35.291825,32.693120
54,"בנק ירושלים בע""מ",65,אום אל פאחם,מרג' אבן עאמר 2 2723206,נצרת,1620702,0,076-8095091,,*5727,כן,,מיוחד,07/06/1965,,,91,35.291825,32.693120
54,"בנק ירושלים בע""מ",51,תל אביב,אחד העם 21 7526724,תל אביב -יפו,6515103,0,076-8095051,,*5727,כן,יום ו,רגיל,02/01/1949,,,,32.064164,34.771934
54,"בנק ירושלים בע""מ",55,המרכז,ז'בוטינסקי 9 9214905,בני ברק,5126417,0,076-8095055,,*5727,כן,יום ו,רגיל,01/01/1994,,,,34.803940,32.083940
54,"בנק ירושלים בע""מ",93,פתח תקווה,ז'בוטינסקי 9 9214905,בני ברק,5126417,0,076-8095055,,*5727,כן,יום ש,רגיל,01/02/1994,,,55,34.803940,32.083940
54,"בנק ירושלים בע""מ",69,באר שבע,הדסה 90 7019900,באר שבע,8422133,0,076-8095069,,*5727,כן,יום ו,רגיל,09/02/1997,,,,31.242229,34.788558
54,"בנק ירושלים בע""מ",53,ראשון לציון,הרצל 63 1620702,ראשון לציון,7526724,0,076-8095053,,*5727,כן,יום ו,רגיל,23/11/1997,,,,31.966679,34.802936
54,"בנק ירושלים בע""מ",67,חולון,הרצל 63 1620702,ראשון לציון,7526724,0,076-8095053,,*5727,כן,,רגיל,23/11/1997,,,53,31.966679,34.802936
54,"בנק ירושלים בע""מ",68,בת ים,הרצל 63 1620702,ראשון לציון,7526724,0,076-8095053,,*5727,כן,,רגיל,11/04/2013,,,53,31.966679,34.802936
54,"בנק ירושלים בע""מ",41,ביתר עלית,ישמח ישראל 2 5832105,ביתר עילית,9055702,0,076-8095026,,*5727,כן,יום ו,מיוחד,01/11/2017,,,,31.700469,35.107633
54,"בנק ירושלים בע""מ",25,נתיבות,המסגר 1 ,נתיבות,8776815,0,076-8095025,,*5727,כן,יום ו,מיוחד,23/03/2022,,,,31.419409,34.597304
54,"בנק ירושלים בע""מ",50,ירושלים ראשי,אגרון 30 7019900,ירושלים,9419009,0,076-8095030,,*5727,כן,יום ש,רגיל,02/01/1949,,,30,31.777864,35.221880
54,"בנק ירושלים בע""מ",60,בית שמש ,הרברט סמואל 2 3309512,ירושלים,9463201,0,076-8095050,,*5727,כן,,רגיל,30/09/1997,,,50,31.781752,35.219278
99,בנק ישראל,1,ירושלים,בנק ישראל  קרית בן גוריון,ירושלים,91007,780,,,,כן,יום א,רגיל,01/02/1949,,,,,
10,"בנק לאומי לישראל בע""מ",867, כפר יאסיף , הרחוב הראשי  0 ,כפר יאסיף,2490800,,03-9545522,,*5522,כן,יום א,מיוחד,16/03/2016,,,,35.162705,32.955447
10,"בנק לאומי לישראל בע""מ",871, ירכא ,כיכר הרפואה 0 גאיה סנטר,ירכא,2496700,,03-9545522,,*5522,כן,יום ו,מיוחד,14/03/2016,,,,35.18175826136960,32.95484044207960
10,"בנק לאומי לישראל בע""מ",853,רמת חן,מצדה 28 ,רמת גן,5223528,,03-9545522,077-8083853,*5522,כן,יום א,מיוחד,01/02/1949,,10001,655,,
10,"בנק לאומי לישראל בע""מ",653, תל השומר , מרכז מסחרי גמיון תל השומר  0 ,רמת גן,5262000,,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,10001,655,34.841288,32.046398
10,"בנק לאומי לישראל בע""מ",748,מרכז עסקים דן, דרך מנחם בגין  7  בית גיבור ,רמת גן,5268108,0,03-9545522,,*5522,כן,יום ו,מיוחד,09/11/2018,,,,34.773774,31.238521
10,"בנק לאומי לישראל בע""מ",743, עסקים הבורסה , דרך מנחם בגין  7  בית גיבור ,רמת גן,5268108,0,03-9545522,,*5522,כן,יום ו,מיוחד,27/04/1997,,10001,748,34.800115,32.085432
10,"בנק לאומי לישראל בע""מ",682, עסקים רמת החייל , דרך מנחם בגין  7  בית גיבור ,רמת גן,5268108,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/06/1998,,10001,748,34.773774,31.238521
10,"בנק לאומי לישראל בע""מ",666,עסקים מגדלי פז , שוהם  2 ,רמת גן,5251003,0,03-9545522,,*5522,כן,יום ו,מיוחד,16/02/1984,,,,34.800202,32.084774
10,"בנק לאומי לישראל בע""מ",655, קסם , הירדן  79 ,רמת גן,5233361,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,34.828435,32.061691
10,"בנק לאומי לישראל בע""מ",854,"הרא""ה","הרא""ה 123 ",רמת גן,5240182,,03-9545522,03-9351099,*5522,לא,יום ו,מיוחד,01/02/1949,,10001,851,,
10,"בנק לאומי לישראל בע""מ",629,בורסת היהלומים,ז'בוטינסקי 1 בנין בורסת היהלומים,רמת גן,5252001,,03-5759922,02-6207555,,לא,יום ש,מיוחד,10/10/1993,,,,,
10,"בנק לאומי לישראל בע""מ",836,שיכון הותיקים,"רש""י 33 ",רמת גן,5256045,,03-9544555,077-8083836,*5522,לא,יום א,רגיל,01/02/1949,,,,,
10,"בנק לאומי לישראל בע""מ",851, רמת גן , ביאליק  22 ,רמת גן,5245121,0,03-9545522,,*5522,כן,יום ו,רגיל,01/02/1949,,,,34.815010,32.081039
10,"בנק לאומי לישראל בע""מ",708,שחקים,היצירה 3 ,רמת גן,5252141,,03-9545522,077-8083708,*5522,כן,יום ו,רגיל,15/02/2006,,10001,666,,
10,"בנק לאומי לישראל בע""מ",852,רמת יצחק,שדרות ירושלים 29-31 ,רמת גן,5238117,,03-9544555,077-8083852,*5522,כן,יום ו,רגיל,01/02/1949,,,,,
10,"בנק לאומי לישראל בע""מ",831, טמרה , כניסה לעיר טמרה  0 ,טמרה,3081100,,03-9545522,,*5522,כן,יום ו,מיוחד,29/02/2016,,,,35.177355,32.856644
10,"בנק לאומי לישראל בע""מ",966, בית שאן , שאול המלך  81 ,בית שאן,1173691,0,03-9545522,,*5522,כן,יום ו,רגיל,02/01/1949,,,,35.498321,32.499104
10,"בנק לאומי לישראל בע""מ",837, יהוד , דרך העצמאות  54 ,יהוד-מונוסון,5636001,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,34.891124,32.028098
10,"בנק לאומי לישראל בע""מ",943, הוד השרון , הבנים  7 ,הוד השרון,4526809,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,34.893233,32.15060430
10,"בנק לאומי לישראל בע""מ",621, מודיעין עילית , שד' יחזקאל  2 ,מודיעין עילית,7183402,0,03-9545522,,*5522,כן,יום ו,מיוחד,07/06/2016,,,,35.039686,31.936712
10,"בנק לאומי לישראל בע""מ",879, מגדל חיפה , שדרות פל ים  7 בנכס סניף עסקים הנביאים לשעבר,חיפה,3309510,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,35.000856,32.816417
10,"בנק לאומי לישראל בע""מ",702,עסקים מבואות חיפה, פלימן  4 בנכס סניף קניון חיפה לשעבר,חיפה,3508416,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,34.963717,32.790427
10,"בנק לאומי לישראל בע""מ",877, קרית אליעזר , שדרות פל ים  7 בנכס סניף מגדל חיפה 879,חיפה,3309510,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,35.000856,32.816417
10,"בנק לאומי לישראל בע""מ",509, משכנתאות הנביאים , חורי  2  מגדל הנביאים ,חיפה,3304510,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/06/2008,,10001,887,34.997597,32.815895
10,"בנק לאומי לישראל בע""מ",882, נוה שאנן , גלבוע  36 ,חיפה,3271101,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,35.015435,32.782499
10,"בנק לאומי לישראל בע""מ",891, הכרמל , שדרות הנשיא  123  הר הכרמל ,חיפה,3463411,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,34.987586,32.804284
10,"בנק לאומי לישראל בע""מ",635, דניה , ליבריה  2  שכ' דניה ,חיפה,3491370,0,03-9545522,,*5522,כן,יום ו,מיוחד,31/07/2007,,,,35.003680,32.769217
10,"בנק לאומי לישראל בע""מ",880, חורב , חורב  14  אחוזה ,חיפה,3434120,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,34.985881,32.785274
10,"בנק לאומי לישראל בע""מ",881,מרכז קופות חיפה, החלוץ  66 בנכס סניף מגדל חיפה לשעבר,חיפה,3321307,0,03-9545522,,*5522,כן,יום ו,מיוחד,28/03/2022,,,,35.001511,32.808059
10,"בנק לאומי לישראל בע""מ",715, בנקאות פרטית חורב , חורב  14  אחוזה ,חיפה,3434120,0,03-9545522,,*5522,כן,יום ו,מיוחד,27/05/2015,,,,34.985880,32.785270
10,"בנק לאומי לישראל בע""מ",899, קרית חיים ," שדרות אח""י  22 ",חיפה,2626909,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,10001,705,35.070937,32.820902
10,"בנק לאומי לישראל בע""מ",876,מרכז עסקים חיפה,שדרות פל-ים 2 ,חיפה,3326208,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,35,32.817198
10,"בנק לאומי לישראל בע""מ",685, בנקאות פרטית חיפה , שד' הנשיא  107  מרכז פנורמה ,חיפה,3464101,0,03-9545522,,*5522,כן,יום ו,מיוחד,05/02/2002,,,,34.987228,32.806682
10,"בנק לאומי לישראל בע""מ",875, הטכניון ," קרית הטכניון  0  בניין אס""ט ",חיפה,3200000,,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,10001,635,35.022617,32.776948
10,"בנק לאומי לישראל בע""מ",716,שלוחת קניון חיפה , פלימן  4 ,חיפה,3508416,0,03-9545522,,*5522,כן,יום ו,מיוחד,09/11/1997,,10001,702,34.963717,32.790427
